par,val
eta_AORD/SSEC,-0.08121912346610274
eta_AORD/SSMI,-0.012124459100584207
eta_AORD/STOXX50E,-0.004170032664655618
eta_BFX/BSESN,-0.009436970190576934
eta_BFX/BVSP,0.001703568520451839
eta_BFX/DJI,0.0031837500603825075
eta_BFX/FCHI,-0.002691971467563727
eta_BFX/FTSE,-0.014381111787909859
eta_BFX/GDAXI,-0.0059325685601696295
eta_BFX/HSI,0.0018728861909894682
eta_BFX/IBEX,-0.007572262538245283
eta_BFX/IXIC,0.0015932807835707817
eta_BFX/KS11,-0.033146567124417776
eta_BFX/KSE,-0.04038830381678234
eta_BFX/MXX,-0.031378333297970885
eta_BFX/N225,0.042711945470464176
eta_BFX/NSEI,0.05785856992426186
eta_BFX/RUT,0.03758141857103839
eta_BFX/SPX,0.0012804554898530834
eta_BFX/SSEC,-0.07698738377647123
eta_BFX/SSMI,-0.02158848393234935
eta_BFX/STOXX50E,0.013184039342401515
eta_BSESN/BVSP,0.0038410814141153623
eta_BSESN/DJI,0.026439848014077488
eta_BSESN/FCHI,0.023374298556476856
eta_BSESN/FTSE,0.004196386179516827
eta_BSESN/GDAXI,-0.006006807078332474
eta_BSESN/HSI,-0.0071087141278109904
eta_BSESN/IBEX,0.026912325384897372
eta_BSESN/IXIC,0.02901789330302991
eta_BSESN/KS11,-0.0020990650931111063
eta_BSESN/KSE,-0.001696486093526362
eta_BSESN/MXX,0.020646233533260394
eta_BSESN/N225,0.09354767377355289
eta_BSESN/NSEI,0.03292455354530717
eta_BSESN/RUT,0.04784009677511963
eta_BSESN/SPX,0.02866789989647059
eta_BSESN/SSEC,-0.008749468292061987
eta_BSESN/SSMI,0.00664587752337088
eta_BSESN/STOXX50E,0.025837895923047593
eta_BVSP/DJI,0.030289100653961138
eta_BVSP/FCHI,8.299206215688464e-4
eta_BVSP/FTSE,0.0022592575551870927
eta_BVSP/GDAXI,-0.02057643626039972
eta_BVSP/HSI,-0.005884560381420813
eta_BVSP/IBEX,-8.68756012238364e-4
eta_BVSP/IXIC,0.03027851051957446
eta_BVSP/KS11,0.002624169053992957
eta_BVSP/KSE,0.039356369857347945
eta_BVSP/MXX,-0.011957364706889594
eta_BVSP/N225,0.07680610032554984
eta_BVSP/NSEI,0.05937219457254428
eta_BVSP/RUT,0.07364040718783874
eta_BVSP/SPX,0.030190301880703235
eta_BVSP/SSEC,0.026338239191502404
eta_BVSP/SSMI,-0.0057105120847787275
eta_BVSP/STOXX50E,0.003426193537615637
eta_DJI/FCHI,-0.008025958266739141
eta_DJI/FTSE,-0.002386079434183449
eta_DJI/GDAXI,-0.016914859837040584
eta_DJI/HSI,-0.009015505403492547
eta_DJI/IBEX,-0.009783980667400919
eta_DJI/IXIC,-0.019320861184083247
eta_DJI/KS11,-0.04092248375382356
eta_DJI/KSE,-0.01752531612830474
eta_DJI/MXX,-0.03320247142229837
eta_DJI/N225,0.05291325539527889
eta_DJI/NSEI,0.03700279131399553
eta_DJI/RUT,0.026307112464292338
eta_DJI/SPX,-0.0022272764373646127
eta_DJI/SSEC,-0.06901792334240159
eta_DJI/SSMI,-0.008308337705616203
eta_DJI/STOXX50E,-8.155772915075318e-4
eta_FCHI/FTSE,-0.008611469906906085
eta_FCHI/GDAXI,-0.007351933504810346
eta_FCHI/HSI,-0.00916218264462202
eta_FCHI/IBEX,-0.008525691771121825
eta_FCHI/IXIC,-0.0036458426694102528
eta_FCHI/KS11,-0.046573282760361
eta_FCHI/KSE,-0.02549898474356582
eta_FCHI/MXX,-0.043862037906254064
eta_FCHI/N225,0.05020456891171399
eta_FCHI/NSEI,0.0473813646367439
eta_FCHI/RUT,0.0321685966167286
eta_FCHI/SPX,0.006984116593140624
eta_FCHI/SSEC,-0.06778770606198437
eta_FCHI/SSMI,-0.002864589174905558
eta_FCHI/STOXX50E,0.012925506507402845
eta_FTSE/GDAXI,2.1198304366639687e-4
eta_FTSE/HSI,0.0074350671093700365
eta_FTSE/IBEX,0.009233834098080415
eta_FTSE/IXIC,-0.005249916788282567
eta_FTSE/KS11,-0.04739738025981071
eta_FTSE/KSE,-0.02462704941287802
eta_FTSE/MXX,-0.03799209299227187
eta_FTSE/N225,0.05668475440085524
eta_FTSE/NSEI,0.0587822922126751
eta_FTSE/RUT,0.03324625917045005
eta_FTSE/SPX,-2.5327718878765033e-4
eta_FTSE/SSEC,-0.06911451832315385
eta_FTSE/SSMI,0.009328864585796392
eta_FTSE/STOXX50E,0.015409307428143178
eta_GDAXI/HSI,0.004706476594613091
eta_GDAXI/IBEX,-0.006359129281205451
eta_GDAXI/IXIC,0.004641630993763271
eta_GDAXI/KS11,-0.02582621148450294
